Layer;Edge;Discount
network;[source:USER@n3, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:USER@n3, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:USER@n3, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:ROOT@n3, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n3, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n3, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n4, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n4, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:USER@n4, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n4, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n4, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:ROOT@n4, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:USER@n5, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:USER@n5, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n5, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n5, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n5, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n5, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n6, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:USER@n6, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n6, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:USER@n6, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:NONE@n8, destination:USER@n8, cve:CVE-2010-1883, type:local, port:0, protocol:];-0.09478928367580686
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.06078928367580688
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.06078928367580688
network;[source:USER@n10, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:USER@n10, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n10, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n10, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n10, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n10, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n11, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:USER@n11, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
network;[source:USER@n11, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n11, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.11547142959066797
network;[source:ROOT@n11, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.11547142959066797
network;[source:ROOT@n11, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.10447142959066796
