ID;H;A;N;Runtime;Designtime;Operational;Compliance;Assessment
AC-17 (4)(b);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-4 (6);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-3;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-4;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2g.;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-14 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-1;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-2;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-9 (4);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (20);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-6 (9);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-16 (9);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-20 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-9 (2);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2 (7);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-3 (2);0.0;0.0;0.2184000015258789;0.0;0.0;0.7563999891281128;0.0;NC
IA-5 (9);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2 (13);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-4 (5);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-19 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-16 (8);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-6 (6);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-9 (3);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-2 (8);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-16a.;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-21 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-5 (15);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2 (12);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-10;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-5 (8);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-11;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2 (9);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
SC-12 (1);0.0;0.0;0.0;0.0;0.0;0.2248000055551529;0.0;NC
IA-4 (4);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-7;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-8;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-5;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-6;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-6 (7);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-19 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-16 (7);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-9;0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-9 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-5 (14);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
SI-4 (22);0.0;0.0;0.45210000872612;0.0;0.0;0.0;0.0;NC
IA-5 (7);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-2 (11);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-8 (1);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-4 (3);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-4 (11);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (3);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-17 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-2 (10);0.2624000012874603;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (10);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-2 (1);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-7 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-17 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (12);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
CP-10 (2);0.0;0.0;0.0;0.2784999907016754;0.0;0.0;0.0;NC
AC-21 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (11);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-2 (2);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-4 (21);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-9 (1);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-4 (5);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-3 (3);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-9;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-7;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-8;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-5;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-6;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-3;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-1;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-2;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (10);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-14b.;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (22);0.0;0.46389999985694885;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (4);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-24 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-3 (4);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-4 (7);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-3 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (7);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
CA-5 (1);0.0;0.0;0.0;0.37880000472068787;0.0;0.0;0.0;NC
AC-16 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-24 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
CM-9;0.0;0.0;0.0;0.0;0.39800000190734863;0.0;0.0;NC
CM-6;0.0;0.0;0.0;0.0;0.0;0.33320000767707825;0.0;NC
AC-4 (15);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-5 (1);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
IA-5 (2);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-3 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-17 (6);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-18 (3);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (5);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-18 (4);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (6);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (16);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
CP-10 (6);0.0;0.0;0.0;0.0;0.21060000360012054;0.0;0.0;NC
AC-6 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-3 (3);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-6 (10);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-17 (5);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-16 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (6);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-4 (9);0.35339999198913574;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
PE-3b.;0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-7 (2);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AU-9 (4);0.0;0.5446000099182129;0.0;0.0;0.0;0.0;0.0;NC
AC-18 (5);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (13);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-3 (4);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (12);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-17 (4);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (3);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
SC-6;0.0;0.0;0.0;0.0;0.0;0.2248000055551529;0.0;NC
AC-2 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-4 (8);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IR-7 (1);0.0;0.0;0.0;0.0;0.0;0.2248000055551529;0.0;NC
AC-4 (14);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-3 (5);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (13);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
AC-17 (3);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
AC-12 (1);0.0;0.47189998626708984;0.0;0.0;0.0;0.4657000005245209;0.0;NC
IA-2 (4);0.0;0.0;0.0;0.0;0.0;0.7563999891281128;0.0;NC
